event_name,booth_id,circle_name,day,title,item_type,fandom,price_twd,age_rating,format,notes,needs_review,review_reasons,confidence,input_tokens,output_tokens,total_tokens,estimated_total_cost_usd,estimated_cost_per_image_usd,source_path
FF45,O12,Cilentz,Day 1/2,SET A,套組,蔚藍檔案,900,R18,未知,包含：新刊漫畫、雜魚教授雙面吊飾、炫光卡書籤、手提資料夾、大滑鼠墊,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,SET B,套組,蔚藍檔案,600,R18,未知,包含：新刊漫畫、雜魚教授雙面吊飾、炫光卡書籤、手提資料夾、小滑鼠墊,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,掛軸,周邊,蔚藍檔案,700,全年齡,60x90cm,單品,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,雙面立牌,周邊,蔚藍檔案,200,全年齡,15cm,單品,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,既刊,既刊,蔚藍檔案,200,未知,未知,單品,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,既刊SET,套組,蔚藍檔案,400,未知,未知,購買此套組加購滑鼠墊折抵100元,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,兔子洞教授吊飾,周邊,蔚藍檔案,150,全年齡,未知,單品,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,O12,Cilentz,Day 1/2,明信片透卡組,周邊,蔚藍檔案,100,全年齡,未知,單品,true,明信片 缺少價格,0.95,1459,6215,7674,0.0193745,0.0193745,work\input\O12\4826a9af7b347e4ff0f0f7b25ca4843dd3ae10d1afcab32b60bd0a45d6827dbf.jpg
FF45,U05,未知,"DAY1, DAY3",My GO!!!!. Ave Mujica合本 (隨筆插畫本),新刊,My GO!!!!! x Ave Mujica,200,未知,B5 / 18P 全彩,隨筆插畫本,true,社團名稱未知,0.95,1461,1655,3116,0.0056955,0.0056955,work\input\U05\9812aa0bd97806be0dc722f099212f42a1450db36bfff8dfa53e91d7b3e15ae3.webp
FF45,U05,未知,"DAY1, DAY3",壓克力吊飾 初華大型犬 版,周邊,Ave Mujica,150,全年齡,壓克力吊飾,款式1,true,社團名稱未知,0.95,1461,1655,3116,0.0056955,0.0056955,work\input\U05\9812aa0bd97806be0dc722f099212f42a1450db36bfff8dfa53e91d7b3e15ae3.webp
FF45,U05,未知,"DAY1, DAY3",壓克力吊飾 Tomorin 版,周邊,My GO!!!!!,150,全年齡,壓克力吊飾,款式2,true,社團名稱未知,0.95,1461,1655,3116,0.0056955,0.0056955,work\input\U05\9812aa0bd97806be0dc722f099212f42a1450db36bfff8dfa53e91d7b3e15ae3.webp
FF45,U05,未知,"DAY1, DAY3",本+吊飾(1+2)合購套組,套組,My GO!!!!! x Ave Mujica,450,未知,套組,包含合本一冊與兩款壓克力吊飾,true,社團名稱未知,0.95,1461,1655,3116,0.0056955,0.0056955,work\input\U05\9812aa0bd97806be0dc722f099212f42a1450db36bfff8dfa53e91d7b3e15ae3.webp
